sku_id,tienda_id,fecha,region,ciudad,distrito,formato_tienda,canal_venta,cluster_tienda,segmento_cliente_principal,categoria,subcategoria,marca,proveedor,sku_estado,precio_lista,precio_venta,costo_unitario,margen_pct,descuento_pct,stock_actual,stock_seguridad,inventario_transito,dias_inventario,ventas_unidades_7d,ventas_unidades_30d,ventas_valor_30d,unidades_devueltas_30d,rotacion_30d,forecast_7d,forecast_30d,error_forecast_pct,quiebres_7d,quiebres_30d,visitas_tienda_30d,tickets_30d,tasa_conversion_pct,share_categoria_pct,competencia_precio_prom,precio_vs_competencia_pct,elasticidad_precio,promo_activa,tipo_promo,dias_promo_mes,inversion_trade,exhibicion_secundaria,espacio_gondola_cm,puntaje_planograma,cumplimiento_sla_pct,fill_rate_pct,lead_time_dias,frecuencia_reposicion_dias,temperatura_promedio,lluvia_mm_mes,feriado_mes,evento_local,campania_marketing,canal_abastecimiento,nivel_socioeconomico_zona,distancia_cd_km,capacidad_bodega_m3,merma_pct,vencimiento_dias,vida_util_dias,reclamos_30d,rating_cliente,score_tendencia_categoria,prioridad_comercial,riesgo_quiebre_score,target_reponer_sku
SKU-0768,TDA-008,2025-05-20,Sur,Cusco,La Molina,Minimarket,Moderno,Conveniencia,Premium,Bebidas,Jugos,Competidor_X,Proveedor_Local,Activo,2.15,2.15,1.83,0.15,0.0,10,4,6,10.0,5,16,34.4,0,1.6,4,14,0.12,0,0,1326,508,0.383,0.161,2.53,-0.15,-1.43,0,Sin promo,0,0.0,0,176.2,0.82,0.835,0.976,9,4,14.4,91.0,0,Ninguno,TV,CD Central,D,742.7,61.8,0.036,23,180,2,4.0,-0.032,Media,13.4,0
SKU-0059,TDA-009,2025-11-01,Centro,Ica,Miraflores,Cash&Carry,Moderno,Conveniencia,Mascotas,Limpieza,Detergente,Competidor_X,Proveedor_Andes,Activo,41.21,31.32,17.85,0.43,0.24,62,41,8,15.4,22,121,3789.72,5,1.95,40,142,0.17,0,0,4078,1587,0.389,0.134,49.0,-0.361,-1.06,1,Descuento,16,3401.9,0,36.4,0.6,0.95,0.805,9,10,29.2,32.8,0,Campana escolar,TV,Proveedor directo,D,742.6,36.7,0.036,12,90,0,4.4,0.417,Baja,37.3,0
SKU-0342,TDA-094,2025-04-15,Norte,Piura,Ate,Bodega,Tradicional,Medio valor,Mascotas,Limpieza,Papel,Marca_D,Proveedor_Global,Activo,10.03,10.03,8.02,0.2,0.0,1,4,0,1.0,7,24,240.72,1,24.0,5,20,0.17,2,6,406,167,0.411,0.251,10.88,-0.078,-0.96,0,Sin promo,0,0.0,0,109.6,0.53,0.934,0.706,5,2,21.1,195.3,0,Ninguno,CRM,CD Regional,C,477.5,108.6,0.073,470,730,2,4.1,0.184,Media,73.1,1
SKU-0838,TDA-191,2025-03-09,Norte,Trujillo,Centro,Supermercado,Moderno,Bajo valor,Familias,LIMPIEZA,Detergente,Competidor_X,Proveedor_Global,Activo,26.77,26.77,21.42,0.2,0.0,0,10,10,0.0,9,35,936.95,1,35.0,10,39,0.11,1,4,2059,920,0.447,0.051,23.6,0.134,-2.35,0,Sin promo,0,0.0,1,41.3,0.85,0.984,0.947,3,8,18.7,60.6,1,Ninguno,Digital,CD Regional,B,644.0,19.8,0.04,29,30,1,3.7,0.505,Media,76.8,1
SKU-0261,TDA-015,2025-05-03,Lima,Callao,Industrial,Bodega,Moderno,Conveniencia,Familias,Abarrotes,Arroz,Marca_C,Proveedor_Pacifico,Activo,28.89,28.89,16.76,0.42,0.0,6,3,0,6.0,4,17,491.13,0,2.83,3,14,0.18,0,1,2012,414,0.206,0.376,28.49,0.014,-1.12,0,Sin promo,0,0.0,0,103.0,0.98,0.743,0.885,12,5,30.6,42.7,0,Ninguno,CRM,CD Central,C,425.4,94.4,0.023,54,60,2,4.3,-0.081,Media,15.1,0
SKU-0171,TDA-189,2025-04-13,Sur,Tacna,Ate,Minimarket,Moderno,Medio valor,Premium,Bebidas,Jugos,Marca_B,Proveedor_Pacifico,Activo,2.01,1.65,1.15,0.3,0.18,5,15,14,2.2,15,69,113.85,3,13.8,14,67,0.03,2,2,1604,356,0.222,0.045,2.17,-0.24,-2.28,1,2x1,16,3143.69,0,126.0,0.46,0.809,0.765,4,14,27.6,11.0,0,Ninguno,TV,CD Regional,D,315.1,88.1,0.023,12,30,1,4.5,0.031,Alta,68.8,1
SKU-0457,TDA-210,2025-05-06,Sur,Arequipa,Comas,Supermercado,Tradicional,Conveniencia,Familias,Limpieza,Lavavajilla,Marca_C,Proveedor_Pacifico,Activo,36.26,36.26,24.29,0.33,0.0,0,9,12,0.0,8,33,1196.58,1,33.0,8,28,0.15,2,3,4455,1975,0.443,0.133,38.28,-0.053,-0.6,0,Sin promo,0,0.0,0,136.7,0.59,0.732,0.964,7,11,33.2,46.9,0,Ninguno,Ninguna,Cross docking,D,523.1,67.6,0.077,12,90,2,4.1,-0.048,Media,57.0,1
SKU-0392,TDA-003,2025-04-30,Sur,Cusco,Comas,Bodega,Online,Bajo valor,Familias,Bebidas,Gaseosas,Marca_D,Proveedor_Pacifico,Activo,6.47,6.47,5.37,1.25,0.0,18,18,22,9.5,10,57,368.79,2,3.17,15,68,0.19,1,4,1283,566,0.441,0.044,7.78,-0.168,-1.89,0,Sin promo,0,0.0,0,124.4,0.51,0.919,0.785,4,4,30.7,3.2,0,Ninguno,CRM,CD Regional,C,47.8,112.4,0.073,30,90,1,4.3,0.132,Baja,33.5,0
SKU-0589,TDA-079,2025-03-18,Norte,Piura,Comas,Minimarket,Moderno,Medio valor,Oficinas,Abarrotes,Arroz,Marca_A,Proveedor_Pacifico,Temporal,28.55,28.55,17.99,0.37,0.0,19,7,2,16.8,10,34,970.7,1,1.79,8,34,0.0,1,1,2190,670,0.306,0.116,32.23,-0.114,-1.66,0,Sin promo,0,0.0,0,51.9,0.82,0.788,0.919,1,11,23.4,6.7,0,Temporada verano,TV,CD Central,E,214.3,41.4,0.021,188,365,2,4.1,-0.187,Media,18.0,0
SKU-0839,TDA-031,2025-05-24,Norte,Trujillo,SJL,Minimarket,Tradicional,Conveniencia,Familias,Snacks,Chocolates,Marca_B,Proveedor_Andes,Temporal,7.65,7.65,4.59,0.4,0.0,11,9,5,6.6,9,50,382.5,1,4.55,11,50,0.0,0,0,2501,520,0.208,0.186,7.65,0.0,-1.55,0,Sin promo,0,0.0,0,135.5,0.81,0.936,0.888,4,11,25.0,84.9,0,Partido,CRM,CD Regional,C,392.7,99.0,0.017,10,30,0,4.0,0.023,Alta,30.1,0
SKU-0043,TDA-040,2025-08-16,Sur,Tacna,Miraflores,Supermercado,Moderno,Bajo valor,Premium,Cuidado Personal,Jabon,Marca_E,Proveedor_Local,Activo,37.25,37.25,21.98,0.41,0.0,18,16,10,11.7,14,46,1713.5,1,2.56,16,54,0.17,0,4,2561,848,0.331,0.213,33.18,0.123,-2.06,0,Sin promo,0,0.0,0,109.3,0.89,0.944,0.757,11,3,20.0,25.7,0,Ninguno,Ninguna,CD Central,D,89.5,54.2,0.03,146,365,0,4.2,0.6,Baja,35.1,0
SKU-0102,TDA-233,2025-10-12,Oriente,Pucallpa,San Isidro,Hipermercado,Moderno,Bajo valor,Oficinas,Lacteos,Queso,Marca_D,Proveedor_Pacifico,Activo,5.06,5.06,3.14,0.38,0.0,44,27,15,12.3,28,107,541.42,1,2.43,27,96,0.1,0,4,3285,702,0.214,0.309,4.38,0.155,-0.91,0,Sin promo,0,0.0,0,140.0,0.61,0.975,0.808,10,2,25.1,39.8,0,Ninguno,CRM,Cross docking,C,67.2,53.6,0.022,359,730,0,4.4,-0.278,Baja,37.1,0
SKU-0464,TDA-037,2025-10-29,Lima,Callao,Comas,Bodega,Online,Descuento,Jovenes,Limpieza,Detergente,Marca_D,Proveedor_Norte,Activo,23.75,20.9,15.05,0.28,0.12,8,10,8,6.2,10,39,815.1,1,4.88,11,48,0.23,0,4,1799,850,0.472,0.245,26.19,-0.202,-2.34,1,Descuento,11,3530.3,0,21.9,0.7,0.921,0.808,5,14,32.2,156.4,0,Fiesta local,Trade marketing,Proveedor directo,C,583.3,16.0,0.074,150,365,0,3.9,-0.196,Media,81.3,1
SKU-0826,TDA-230,2025-08-08,Lima,Lima,Comas,Cash&Carry,Tradicional,Alto valor,Oficinas,Bebidas,Agua,Marca_B,Proveedor_Local,Activo,7.84,7.84,5.57,0.29,0.0,66,57,23,14.3,42,138,1081.92,2,2.09,47,173,0.25,1,2,3229,876,0.271,0.337,8.22,-0.046,-1.4,0,Sin promo,0,0.0,0,154.5,0.85,0.949,0.768,4,14,20.6,25.7,0,Ninguno,Ninguna,CD Regional,A,86.6,79.5,0.008,182,365,0,4.1,0.544,Alta,35.5,0
SKU-0004,TDA-192,2025-12-15,Lima,Callao,La Molina,Ecommerce,Online,Conveniencia,Jovenes,Abarrotes,Arroz,Marca_B,Proveedor_Norte,Activo,11.26,11.26,7.09,0.37,0.0,30,17,0,14.8,17,61,686.86,2,2.03,17,61,0.0,0,1,1789,602,0.337,0.203,13.39,-0.159,-0.7,0,Sin promo,0,0.0,1,134.3,0.97,0.827,0.909,2,7,33.1,152.5,0,Ninguno,CRM,Cross docking,D,743.4,28.7,0.027,433,730,1,4.4,-0.027,Alta,21.3,0
SKU-0627,TDA-236,2025-10-11,Sur,Arequipa,Comas,Minimarket,Tradicional,Alto valor,Jovenes,Limpieza,Lavavajilla,Marca_E,Proveedor_Global,Activo,19.89,19.89,17.11,0.14,0.0,16,5,0,16.0,4,15,298.35,1,0.94,4,17,0.13,0,4,1328,414,0.312,0.278,19.5,0.02,-1.52,0,Sin promo,0,0.0,0,140.7,0.9,0.85,0.938,4,11,20.9,33.1,0,Ninguno,Trade marketing,Proveedor directo,B,667.6,112.0,0.07,40,45,1,4.0,0.358,Alta,21.1,0
SKU-0825,TDA-072,2025-11-14,Norte,Piura,Surco,Minimarket,Tradicional,Alto valor,Familias,Abarrotes,Arroz,Competidor_X,Proveedor_Global,Activo,27.16,27.16,22.27,0.18,0.0,0,3,0,0.0,3,12,325.92,0,12.0,4,16,0.33,3,4,1624,745,0.459,0.231,27.09,0.003,-2.19,0,Sin promo,0,0.0,1,84.2,0.75,0.832,0.715,-3,12,31.9,175.6,0,Ninguno,Influencers,CD Central,E,62.7,89.2,0.042,5,30,0,4.4,0.353,Baja,71.8,1
SKU-0598,TDA-038,2025-06-05,Norte,Trujillo,La Molina,Supermercado,Moderno,Conveniencia,Oficinas,Limpieza,Lavavajilla,Marca_D,Proveedor_Global,Activo,14.33,14.33,11.61,0.19,0.0,35,32,17,11.1,30,95,1361.35,1,2.71,28,121,0.27,1,3,4099,783,0.191,0.121,12.38,0.158,-1.61,0,Sin promo,0,0.0,0,155.3,0.49,0.856,0.735,4,11,17.2,135.1,0,Ninguno,Ninguna,Cross docking,C,504.9,14.6,0.059,96,120,1,4.2,0.034,Media,28.0,0
SKU-0328,TDA-015,2025-06-02,Oriente,Iquitos,Los Olivos,Hipermercado,Moderno,Bajo valor,Ahorro,Lacteos,Yogurt,Marca_B,Proveedor_Pacifico,Activo,17.89,17.89,12.17,0.32,0.0,30,21,8,6.7,41,134,2397.26,1,4.47,28,119,0.11,0,1,2122,570,0.269,0.343,16.36,0.094,-2.39,0,Sin promo,0,0.0,0,57.9,0.86,0.974,0.799,8,9,22.7,219.9,0,Ninguno,Trade marketing,CD Central,C,583.9,108.4,0.013,22,120,5,3.8,0.312,Alta,35.7,0
SKU-0176,TDA-250,2025-11-16,Norte,Trujillo,San Isidro,Supermercado,Mayorista,Descuento,Jovenes,Lacteos,Queso,Marca_C,Proveedor_Local,Activo,14.75,12.39,7.31,0.41,0.16,63,29,15,20.5,20,92,1139.88,1,1.46,30,107,0.16,1,4,1909,822,0.431,0.088,17.83,-0.305,-1.71,1,Descuento,12,4812.07,no,127.5,0.66,0.728,0.933,8,10,19.3,189.7,0,Fiesta local,Trade marketing,CD Regional,C,425.7,108.1,0.066,41,60,0,3.8,0.474,Alta,51.3,1
SKU-0701,TDA-192,2025-03-16,Centro,Ica,Ate,Cash&Carry,Moderno,Conveniencia,Premium,Mascotas,Arena,Marca_Propia,Proveedor_Norte,Activo,41.06,41.06,35.31,0.14,0.0,2,9,7,1.0,14,60,2463.6,0,30.0,10,48,0.2,3,4,2978,1058,0.355,0.084,46.86,-0.124,-0.87,0,Sin promo,0,0.0,0,45.1,0.71,0.775,0.727,10,8,26.7,68.3,0,Ninguno,Influencers,CD Regional,E,628.3,80.0,0.024,79,90,1,4.5,-0.328,Baja,61.2,1
SKU-0413,TDA-165,2025-10-04,Sur,Arequipa,Industrial,Supermercado,Mayorista,Conveniencia,Jovenes,Lacteos,Leche,Marca_Propia,Proveedor_Andes,Activo,17.52,14.19,10.93,0.23,0.19,34,28,6,11.5,25,89,1262.91,2,2.62,23,114,0.28,1,1,2694,594,0.22,0.039,20.86,-0.32,-1.27,1,Descuento,13,1303.07,0,78.7,0.73,0.846,0.851,3,13,12.8,13.6,0,Partido,CRM,Proveedor directo,E,174.0,102.6,0.015,12,45,1,4.4,0.333,Alta,42.4,0
SKU-0268,TDA-134,2025-12-03,Lima,Lima,Ate,Hipermercado,Mayorista,Bajo valor,Familias,Mascotas,Arena,Competidor_X,Proveedor_Norte,Activo,22.42,22.42,18.61,0.17,0.0,7,6,0,7.0,7,27,605.34,1,3.86,7,36,0.33,0,3,3875,1847,0.477,0.329,20.74,0.081,-1.8,0,Sin promo,0,0.0,0,65.7,0.93,0.814,0.954,6,3,30.4,17.7,1,Ninguno,CRM,Proveedor directo,B,40.9,114.8,0.03,657,730,0,3.1,-0.032,Baja,32.8,0
SKU-0633,TDA-025,2025-10-05,Sur,Cusco,La Molina,Supermercado,Moderno,Conveniencia,Jovenes,Mascotas,Alimento perro,Marca_A,Proveedor_Pacifico,Temporal,32.6,32.6,18.91,0.42,0.0,0,11,7,0.0,16,70,2282.0,1,70.0,15,66,0.06,2,4,3891,987,0.254,0.38,35.26,-0.075,-1.2,0,Sin promo,0,0.0,0,77.9,0.55,0.82,0.703,7,9,15.1,4.4,0,Ninguno,Influencers,CD Regional,D,184.4,8.8,0.016,39,45,2,4.1,-0.165,Media,68.5,1
SKU-0785,TDA-073,2025-03-29,Lima,Callao,La Molina,Cash&Carry,Mayorista,Bajo valor,Premium,Bebidas,Gaseosas,Marca_A,Proveedor_Global,Activo,2.24,2.24,1.43,0.36,0.0,45,29,24,10.5,30,129,288.96,5,2.87,35,122,0.05,1,4,2215,1051,0.474,0.128,2.22,0.009,-1.29,0,Sin promo,0,0.0,0,64.8,0.97,0.913,0.833,9,9,15.6,198.6,0,Ninguno,Ninguna,CD Regional,B,572.2,45.6,0.035,29,60,1,3.0,0.449,Media,37.5,0
SKU-0599,TDA-247,2025-08-19,Sur,Cusco,Surco,Hipermercado,Moderno,Descuento,Ahorro,Cuidado Personal,Shampoo,Competidor_X,Proveedor_Andes,Nuevo,22.71,22.71,14.53,0.36,0.0,16,10,4,13.0,9,37,840.27,1,2.31,11,48,0.3,1,4,4245,1954,0.46,0.055,26.31,-0.137,-1.9,0,Sin promo,0,0.0,0,139.0,0.98,0.912,0.933,5,4,24.4,163.8,0,Ninguno,Trade marketing,Proveedor directo,B,384.1,80.7,0.068,7,30,1,3.6,0.477,Baja,28.8,0
SKU-0322,TDA-073,2025-09-14,Lima,Callao,Centro,Bodega,Moderno,Conveniencia,Jovenes,Mascotas,Alimento gato,Marca_E,Proveedor_Pacifico,Activo,62.19,62.19,51.0,0.18,0.0,14,15,17,6.4,19,66,4104.54,2,4.71,17,69,0.05,0,3,2093,506,0.242,0.051,75.75,-0.179,-0.43,0,Sin promo,0,0.0,0,172.1,0.65,0.963,0.973,6,4,25.3,116.4,0,Fiesta local,Digital,Cross docking,B,185.0,94.0,0.064,39,45,0,3.5,0.405,Media,67.0,1
SKU-0016,TDA-116,2025-05-20,Lima,Lima,SJL,Bodega,Tradicional,Conveniencia,Familias,Snacks,Frutos secos,Competidor_X,Proveedor_Pacifico,Activo,7.9,6.32,4.68,0.26,0.2,10,14,23,6.5,11,46,290.72,1,4.6,12,57,0.24,1,4,2608,956,0.367,0.26,7.47,-0.154,-0.96,1,Descuento,3,2955.22,0,122.6,0.55,0.826,0.712,12,3,25.3,166.6,0,Ninguno,Influencers,Cross docking,B,815.2,17.9,0.043,87,90,0,3.6,-0.321,Baja,78.3,1
SKU-0054,TDA-127,2025-06-27,Lima,Callao,Surco,Hipermercado,Moderno,Medio valor,Mascotas,Lacteos,Queso,Marca_E,Proveedor_Pacifico,Activo,12.22,8.92,4.73,0.47,0.27,23,37,14,5.9,35,117,1043.64,4,5.09,35,152,0.3,1,2,3877,782,0.202,0.125,14.8,-0.397,-2.23,1,Cabecera,6,1933.95,0,106.4,0.48,0.856,0.828,11,8,27.0,60.8,0,Ninguno,Ninguna,Proveedor directo,B,410.0,37.3,0.078,227,730,1,4.2,0.54,Media,71.5,1
SKU-0867,TDA-184,2025-02-12,Oriente,Iquitos,Surco,Ecommerce,Online,Medio valor,Premium,Abarrotes,Conservas,Marca_E,Proveedor_Norte,Activo,19.36,19.36,16.65,0.14,0.0,3,4,10,3.0,6,23,445.28,0,7.67,5,26,0.13,0,4,2289,1069,0.467,0.16,17.57,0.102,-0.68,0,Sin promo,0,0.0,0,69.1,0.83,0.722,0.887,5,2,17.8,150.3,0,Ninguno,Influencers,Cross docking,C,243.6,35.0,0.026,51,60,1,3.9,0.354,Media,69.4,1
SKU-0704,TDA-006,2025-02-07,Lima,Callao,Los Olivos,Ecommerce,Online,Alto valor,Jovenes,Cuidado Personal,Shampoo,Marca_E,Proveedor_Local,Activo,36.63,25.27,13.39,0.47,0.31,17,21,1,7.3,13,70,1768.9,2,4.12,17,67,0.04,0,3,1761,625,0.355,0.208,39.52,-0.361,-2.02,1,Cupon,13,4178.07,0,78.3,0.48,0.755,0.92,4,10,29.1,146.1,0,Ninguno,Influencers,CD Regional,B,670.2,105.4,0.031,9,45,0,4.5,0.16,Alta,68.9,1
SKU-0360,TDA-229,2025-07-09,Lima,Lima,SJL,Hipermercado,Moderno,Medio valor,Ahorro,Limpieza,Desinfectante,Marca_A,Proveedor_Local,Activo,37.32,37.32,23.14,0.38,0.0,41,20,27,17.3,21,71,2649.72,1,1.73,20,84,0.18,0,4,4821,1097,0.228,0.136,40.36,-0.075,-2.04,0,Sin promo,0,0.0,1,36.0,0.9,0.942,0.973,5,12,16.0,61.1,0,Temporada verano,TV,Cross docking,D,292.1,75.1,0.006,66,365,0,4.0,-0.168,Media,23.5,0
SKU-0393,TDA-150,2025-09-20,Lima,Callao,Miraflores,Bodega,Tradicional,Descuento,Oficinas,Limpieza,Papel,Marca_E,Proveedor_Norte,Activo,19.96,19.96,10.58,0.47,0.0,23,6,26,23.0,7,27,538.92,1,1.17,6,23,0.15,0,2,542,131,0.242,0.082,18.26,0.093,-1.48,0,Sin promo,0,0.0,0,144.6,0.67,0.79,0.727,6,14,13.8,188.2,0,Campana escolar,Trade marketing,Proveedor directo,C,537.0,61.1,0.068,30,90,0,3.4,0.427,Media,25.1,0
SKU-0541,TDA-212,2025-05-18,Norte,Piura,Centro,Minimarket,Moderno,Alto valor,Jovenes,Abarrotes,Arroz,Marca_C,Proveedor_Global,Activo,27.68,27.68,18.27,0.34,0.0,20,13,4,17.6,8,34,941.12,1,1.7,12,41,0.21,1,4,1680,712,0.424,0.267,28.94,-0.044,-1.75,0,Sin promo,0,0.0,0,27.4,0.86,0.872,0.876,8,9,33.1,206.7,0,Fiesta local,Influencers,Proveedor directo,C,356.5,42.6,0.021,490,730,0,4.7,-0.034,Media,28.2,0
SKU-0425,TDA-206,2025-11-20,Lima,Callao,Surco,Bodega,Moderno,Descuento,Oficinas,Abarrotes,Arroz,Marca_D,Proveedor_Andes,Activo,9.69,9.69,7.27,0.25,0.0,26,13,2,14.4,10,54,523.26,2,2.08,17,61,0.13,0,2,1665,776,0.466,0.202,9.5,0.02,-2.38,0,Sin promo,0,0.0,1,131.6,0.69,0.961,0.786,6,2,23.7,150.2,0,Ninguno,TV,Cross docking,D,628.7,106.0,0.061,355,730,1,4.4,-0.217,Media,22.4,0
SKU-0473,TDA-190,2025-07-27,Oriente,Pucallpa,Ate,Bodega,Moderno,Bajo valor,Oficinas,Bebidas,Jugos,Marca_B,Proveedor_Norte,Activo,5.05,4.14,2.24,0.46,0.18,30,11,3,16.1,17,56,231.84,1,1.87,14,57,0.02,0,3,1782,324,0.182,0.33,5.11,-0.19,-2.5,1,Combo,15,735.35,1,47.2,0.47,0.837,0.74,5,14,15.7,144.7,0,Ninguno,Digital,CD Regional,D,477.0,82.2,0.027,21,45,0,5.0,0.472,Media,38.2,0
SKU-0433,TDA-058,2025-11-27, centro ,Huancayo,Industrial,Bodega,Moderno,Conveniencia,Ahorro,BEBIDAS,Agua,Marca B,Proveedor_Local,Temporal,6.66,6.66,5.19,0.22,0.0,0,10,0,0.0,13,51,339.66,1,51.0,10,49,0.04,2,6,1815,492,0.271,0.343,5.97,0.116,-0.5,0,Sin promo,0,0.0,0,84.0,0.55,0.888,0.762,3,7,23.7,19.8,0,Ninguno,CRM,Proveedor directo,C,397.5,107.3,0.051,708,730,3,4.1,-0.075,Media,79.1,1
SKU-0074,TDA-247,2025-06-13,Lima,Callao,Industrial,Hipermercado,Moderno,Descuento,Familias,Abarrotes,Fideos,Marca_E,Proveedor_Local,Activo,20.69,14.9,12.96,0.13,0.28,18,40,27,3.6,43,150,2235.0,4,8.33,54,184,0.23,2,5,4340,1788,0.412,0.151,21.0,-0.29,-1.65,1,Combo,6,2759.84,0,94.7,0.99,0.842,0.873,11,3,19.5,27.4,0,Concierto,TV,CD Regional,D,123.0,25.6,0.074,40,45,0,4.5,0.115,Media,71.8,1
SKU-0290,TDA-054,2025-08-30,Lima,Lima,La Molina,Ecommerce,Online,Descuento,Mascotas,Lacteos,Yogurt,Marca_B,Proveedor_Local,Activo,13.63,10.77,7.97,0.26,0.21,28,20,12,9.5,17,88,947.76,2,3.14,18,80,0.09,1,2,3318,872,0.263,0.326,16.01,-0.327,-2.1,1,Descuento,19,2230.87,0,49.0,0.81,0.834,0.841,1,12,27.0,53.0,0,Ninguno,TV,Proveedor directo,B,650.5,56.2,0.033,56,60,0,4.1,0.181,Media,22.7,0
SKU-0069,TDA-108,2025-09-21,Norte,Chiclayo,Miraflores,Supermercado,Tradicional,Alto valor,Jovenes,Limpieza,Detergente,Competidor_X,Proveedor_Local,Temporal,24.61,24.61,19.93,0.19,0.0,0,9,2,0.0,12,48,1181.28,2,48.0,9,41,0.15,3,5,4395,1180,0.268,0.29,29.39,-0.163,-2.07,0,Sin promo,0,0.0,1,148.7,0.64,0.812,0.941,1,11,23.3,34.3,0,Ninguno,Digital,Cross docking,B,37.4,74.0,0.01,13,180,1,4.7,0.229,Baja,70.5,1
SKU-0589,TDA-154,2025-09-18,Norte,Chiclayo,Los Olivos,Cash&Carry,Tradicional,Medio valor,Ahorro,Abarrotes,Arroz,Marca_C,Proveedor_Pacifico,Activo,9.95,9.95,6.87,0.31,0.0,16,16,6,5.0,21,96,955.2,3,6.0,20,80,0.17,0,1,4326,1586,0.367,0.213,9.31,0.069,-2.01,0,Sin promo,0,0.0,0,135.9,0.97,0.974,0.957,8,7,19.9,18.6,0,Ninguno,Trade marketing,Cross docking,C,334.7,48.1,0.037,6,30,0,3.2,0.435,Media,38.6,0
SKU-0491,TDA-248,2025-05-11,Lima,Callao,SJL,Supermercado,Tradicional,Medio valor,Jovenes,Snacks,Papas,Competidor_X,Proveedor_Pacifico,Activo,1.66,1.66,1.23,0.26,0.0,58,26,0,19.3,24,90,149.4,0,1.55,30,105,0.17,0,0,3193,1330,0.417,0.336,1.63,0.018,-0.41,0,Sin promo,0,0.0,0,141.4,0.89,0.743,0.765,2,10,20.5,20.5,0,Ninguno,Digital,Cross docking,C,192.9,85.9,0.065,30,60,2,4.2,-0.2,Media,14.8,0
SKU-0434,TDA-250,2025-10-01,Lima,Lima,SJL,Bodega,Tradicional,Alto valor,Oficinas,Mascotas,Alimento perro,Marca_E,Proveedor_Norte,Activo,31.49,25.19,17.88,0.29,0.2,0,10,19,0.0,7,35,881.65,0,35.0,9,40,0.14,4,5,1283,423,0.33,0.198,37.52,-0.329,-2.06,1,Cabecera,18,3418.18,1,66.3,0.95,0.813,0.876,6,3,16.1,155.4,0,Ninguno,Influencers,CD Regional,D,811.5,24.4,0.049,66,180,1,3.7,0.415,Alta,84.2,1
SKU-0702,TDA-050,2025-03-26,Lima,Callao,Surco,Minimarket,Online,Descuento,Familias,Snacks,Frutos secos,Marca_Propia,Proveedor_Pacifico,Descontinuado,6.82,6.82,4.91,0.28,0.0,40,15,15,18.5,14,65,443.3,0,1.62,19,68,0.05,0,1,2209,896,0.406,0.147,7.78,-0.123,-1.45,0,Sin promo,0,0.0,0,142.2,0.84,0.866,0.761,6,4,33.0,83.9,0,Ninguno,TV,CD Central,E,589.7,18.1,0.071,179,180,2,3.8,0.471,Media,25.0,0
SKU-0181,TDA-034,2025-03-29,Lima,Callao,Los Olivos,Minimarket,Tradicional,Bajo valor,Premium,Bebidas,Gaseosas,Marca_A,Proveedor_Andes,Activo,"2,38",2.0,1.32,0.34,0.16,0,23,6,0.0,23,88,176.0,1,88.0,19,77,0.12,3,4,1740,613,0.352,0.314,2.33,-0.142,-0.69,1,Combo,16,4457.93,1,140.9,0.7,0.932,0.914,4,6,18.5,149.7,0,Ninguno,Digital,CD Central,E,290.8,10.0,0.044,25,30,1,4.1,-0.141,Media,70.0,1
SKU-0372,TDA-128,2025-12-04,Oriente,Pucallpa,Industrial,Minimarket,Tradicional,Descuento,Oficinas,Snacks,Frutos secos,Marca_D,Proveedor_Andes,Activo,8.33,5.91,3.9,0.34,0.29,4,11,0,2.8,13,43,254.13,2,10.75,11,40,0.07,2,4,1497,362,0.242,0.326,8.63,-0.315,-1.37,1,Combo,20,3926.32,0,105.5,0.81,0.724,0.756,6,9,18.3,198.4,0,Ninguno,Ninguna,Cross docking,B,346.7,67.6,0.059,191,730,1,4.4,-0.162,Media,73.6,1
SKU-0554,TDA-155,2025-03-31,Lima,Lima,Industrial,Bodega,Tradicional,Bajo valor,Familias,Bebidas,Jugos,Marca_A,Proveedor_Local,Activo,4.14,2.86,1.66,0.42,0.31,33,11,13,13.8,23,72,205.92,3,2.18,13,65,0.1,1,2,113,37,0.327,0.068,4.62,-0.381,-1.56,1,2x1,4,4439.49,1,116.8,0.67,0.792,0.935,12,14,21.9,97.7,0,Ninguno,Trade marketing,Proveedor directo,D,469.9,50.1,0.053,168,180,1,4.2,0.225,Media,33.0,0
SKU-0001,TDA-005,2025-03-23,Norte,Chiclayo,SJL,Bodega,Moderno,Descuento,Ahorro,Cuidado Personal,Pasta dental,Marca_B,Proveedor_Global,Activo,11.01,11.01,9.47,0.14,0.0,8,12,0,4.2,15,57,627.57,1,7.12,12,54,0.05,1,2,2224,1021,0.459,0.061,12.6,-0.126,-1.02,0,Sin promo,0,0.0,0,107.0,0.57,0.95,0.783,10,7,14.0,157.8,0,Ninguno,CRM,Cross docking,D,525.9,87.0,0.065,59,60,1,3.8,0.113,Media,62.1,1
SKU-0081,TDA-001,2025-09-28,Norte,Trujillo,SJL,Cash&Carry,Moderno,Medio valor,Familias,Bebidas,Jugos,Marca_C,Proveedor_Norte,Activo,6.63,6.63,5.5,0.17,0.0,62,38,17,18.6,27,100,663.0,1,1.61,35,126,0.26,1,4,2174,582,0.268,0.297,6.14,0.08,-1.84,0,Sin promo,0,0.0,0,177.7,0.7,0.833,0.821,9,7,32.2,7.4,0,Ninguno,Digital,CD Central,C,116.7,95.7,0.054,26,30,1,4.5,0.023,Media,35.2,0
